 9.12800000e-02  6.66133815e-15  9.12800000e-02 -4.80000000e+01 
 9.22800000e-02  6.66133815e-15  9.22800000e-02 -4.80000000e+01 
 9.32800000e-02  6.66133815e-15  9.32800000e-02 -4.80000000e+01 
 9.42800000e-02  6.66133815e-15  9.42800000e-02 -4.80000000e+01 
 9.52800000e-02  6.66133815e-15  9.52800000e-02 -4.80000000e+01 
 9.62800000e-02  6.66133815e-15  9.62800000e-02 -4.80000000e+01 
 9.72800000e-02  6.66133815e-15  9.72800000e-02 -4.80000000e+01 
 9.82800000e-02  6.66133815e-15  9.82800000e-02 -4.80000000e+01 
 9.92800000e-02  6.66133815e-15  9.92800000e-02 -4.80000000e+01 
 1.00000000e-01  6.88338275e-15  1.00000000e-01 -4.80000000e+01 
